Name,Kingdom,Phylum,Subphylum,Class,Order,Suborder,Family,Genus,Species,Population size,Life span,Top speed,Weight,Height,Length,Attributes,Distribution,Habits,Diet,Mating_Habits,Population
Highland tree frog,Animalia,Chordata,,Amphibia,Anura,,Pelodryadidae,Litoria,Litoria wollastoni,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Osteocephalus cabrerai,Animalia,Chordata,,Amphibia,Anura,,Hylidae,Osteocephalus,Osteocephalus cabrerai,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Allobates gasconi,Animalia,Chordata,,Amphibia,Anura,,Aromobatidae,Allobates,Allobates gasconi,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Alsodes australis,Animalia,Chordata,,Amphibia,Anura,,Alsodidae,Alsodes,Alsodes australis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Celsiella vozmedianoi,Animalia,Chordata,,Amphibia,Anura,,Centrolenidae,Celsiella,Celsiella vozmedianoi,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Hyperolius dintelmanni,Animalia,Chordata,,Amphibia,Anura,,Hyperoliidae,Hyperolius,Hyperolius dintelmanni,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Oreophrynella macconnelli,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Oreophrynella,Oreophrynella macconnelli,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Guyana, Venezuela', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Vulnerable (VU)'}"
Dwarf Mexican tree frog,Animalia,Chordata,,Amphibia,Anura,,Hylidae,Tlalocohyla,Tlalocohyla smithii,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Forest', 'Grassland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Allobates olfersioides,Animalia,Chordata,,Amphibia,Anura,,Aromobatidae,Allobates,Allobates olfersioides,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Shrubland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Amolops chakrataensis,Animalia,Chordata,,Amphibia,Anura,,Ranidae,Amolops,Amolops chakrataensis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'India', 'Biogeographical realms': 'Indomalayan'}, 'Biome': ['Freshwater', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Ansonia leptopus,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Ansonia,Ansonia leptopus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Long-toed tree frog,Animalia,Chordata,,Amphibia,Anura,,Arthroleptidae,Leptopelis,Leptopelis xenodactylus,,,,,,,"Terrestrial,Congregatory,Social,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Grassland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Physalaemus gracilis,Animalia,Chordata,,Amphibia,Anura,,Leptodactylidae,Physalaemus,Physalaemus gracilis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Forest', 'Grassland', 'Savanna', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Rhaebo olallai,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Rhaebo,Rhaebo olallai,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Polypedates iskandari,Animalia,Chordata,,Amphibia,Anura,,Rhacophoridae,Polypedates,Polypedates iskandari,,,,,,,starts with,"{'Geography': {'Countries': ''}, 'Biome': [], 'Climate': []}",{},,{},{'Population status': 'Data deficient (DD)'}
Subdesert toad,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Sclerophrys,Amietophrynus xeros,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Grassland', 'Savanna', 'Shrubland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Atelopus eusebiodiazi,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Atelopus,Atelopus eusebiodiazi,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Atelopus petriruizi,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Atelopus,Atelopus petriruizi,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Hainan knobby newt,Animalia,Chordata,,Amphibia,Caudata,,Salamandridae,Tylototriton,Tylototriton hainanensis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Cochranella xanthocheridia,Animalia,Chordata,,Amphibia,Anura,,Centrolenidae,Cochranella,"""Cochranella"" xanthocheridia",,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Vulnerable (VU)'}"
Rhinella achalensis,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Rhinella,Rhinella achalensis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Grassland', 'Rocky areas ', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Adelophryne gutturosa,Animalia,Chordata,,Amphibia,Anura,,Eleutherodactylidae,Adelophryne,Adelophryne gutturosa,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Chenggong fire belly newt,Animalia,Chordata,,Amphibia,Caudata,,Salamandridae,Cynops,Cynops chenggongensis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Atelopus exiguus,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Atelopus,Atelopus exiguus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'South America', 'Countries': 'Ecuador', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Freshwater', 'Forest', 'Grassland', 'Shrubland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Craugastor stejnegerianus,Animalia,Chordata,,Amphibia,Anura,,Craugastoridae,Craugastor,Craugastor stejnegerianus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Craugastor taurus,Animalia,Chordata,,Amphibia,Anura,,Craugastoridae,Craugastor,Craugastor taurus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': 'North America', 'Countries': 'Costa Rica, Panama', 'Biogeographical realms': 'Neotropical'}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Gegeneophis seshachari,Animalia,Chordata,,Amphibia,Gymnophiona,,Indotyphlidae,Gegeneophis,Gegeneophis seshachari,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Hildebrandtia macrotympanum,Animalia,Chordata,,Amphibia,Anura,,Ptychadenidae,Hildebrandtia,Hildebrandtia macrotympanum,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Africa', 'Countries': 'Ethiopia, Kenya, Somalia', 'Biogeographical realms': 'Afrotropical Desert and Xeric Shrublands'}, 'Biome': ['Freshwater', 'Grassland', 'Savanna', 'Shrubland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Leptopelis calcaratus,Animalia,Chordata,,Amphibia,Anura,,Arthroleptidae,Leptopelis,Leptopelis calcaratus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Pristimantis sulculus,Animalia,Chordata,,Amphibia,Anura,,Craugastoridae,Pristimantis,Pristimantis sulculus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Vulnerable (VU)'}"
Phyllomedusa iheringii,Animalia,Chordata,,Amphibia,Anura,,Phyllomedusidae,Phyllomedusa,Phyllomedusa iheringii,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Shrubland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Ansonia spinulifer,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Ansonia,Ansonia spinulifer,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Atelopus walkeri,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Atelopus,Atelopus walkeri,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Data deficient (DD)'}"
Heterixalus betsileo,Animalia,Chordata,,Amphibia,Anura,,Hyperoliidae,Heterixalus,Heterixalus betsileo,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Forest', 'Grassland', 'Savanna', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Euparkerella robusta,Animalia,Chordata,,Amphibia,Anura,,Craugastoridae,Euparkerella,Euparkerella robusta,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Vulnerable (VU)'}"
Hynobius guabangshanensis,Animalia,Chordata,,Amphibia,Caudata,,Hynobiidae,Hynobius,Hynobius guabangshanensis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Shrubland', 'Wetlands ', 'Anthropogenic biome'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Nicaragua cross-banded tree frog,Animalia,Chordata,,Amphibia,Anura,,Hylidae,Smilisca,Smilisca puma,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Oreobates quixensis,Animalia,Chordata,,Amphibia,Anura,,Craugastoridae,Oreobates,Oreobates quixensis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Pseudoeurycea melanomolga,Animalia,Chordata,,Amphibia,Caudata,,Plethodontidae,Pseudoeurycea,Pseudoeurycea melanomolga,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest', 'Grassland'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Phrynella,Animalia,Chordata,,Amphibia,Anura,,Microhylidae,Phrynella,Phrynella pulchra,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Sylvacaecilia,Animalia,Chordata,,Amphibia,Gymnophiona,,Indotyphlidae,Sylvacaecilia,Sylvacaecilia grandisonae,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Atelopus guitarraensis,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Atelopus,Atelopus guitarraensis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Grassland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Raorchestes bobingeri,Animalia,Chordata,,Amphibia,Anura,,Rhacophoridae,Raorchestes,Raorchestes bobingeri,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': 'Asia', 'Countries': 'India', 'Biogeographical realms': 'Indomalayan'}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Vulnerable (VU)'}"
Duttaphrynus silentvalleyensis,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Duttaphrynus,Duttaphrynus silentvalleyensis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Battersby's caecilian,Animalia,Chordata,,Amphibia,Gymnophiona,,Indotyphlidae,Indotyphlus,Indotyphlus battersbyi,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest', 'Shrubland'], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Data deficient (DD)'}"
Leptopelis yaldeni,Animalia,Chordata,,Amphibia,Anura,,Arthroleptidae,Leptopelis,Leptopelis yaldeni,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Grassland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Vulnerable (VU)'}"
Microhyla mihintalei,Animalia,Chordata,,Amphibia,Anura,,Microhylidae,Microhyla,Microhyla mihintalei,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Least concern (LC)'}"
Rhinella amabilis,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Rhinella,Rhinella amabilis,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Wetlands ', 'Anthropogenic biome'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Critically endangered (CR)'}"
Sphaenorhynchus planicola,Animalia,Chordata,,Amphibia,Anura,,Hylidae,Sphaenorhynchus,Sphaenorhynchus planicola,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Grassland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Cardioglossa cyaneospila,Animalia,Chordata,,Amphibia,Anura,,Arthroleptidae,Cardioglossa,Cardioglossa cyaneospila,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Unknown', 'Population status': 'Near Threatened (NT)'}"
Yellow bromeliad frog,Animalia,Chordata,,Amphibia,Anura,,Hylidae,Osteopilus,Osteopilus marianae,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Forest'], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
Craugastor megacephalus,Animalia,Chordata,,Amphibia,Anura,,Craugastoridae,Craugastor,Craugastor megacephalus,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Anthropogenic biome', 'Forest'], 'Climate': []}","{'Lifestyle': 'Terrestrial,', 'Seasonal behavior': 'Not a migrant'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Ingerophrynus divergens,Animalia,Chordata,,Amphibia,Anura,,Bufonidae,Ingerophrynus,Ingerophrynus divergens,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Decreasing', 'Population status': 'Least concern (LC)'}"
Dendropsophus nanus,Animalia,Chordata,,Amphibia,Anura,,Hylidae,Dendropsophus,Dendropsophus nanus,,,,,,,"Terrestrial,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Anthropogenic biome', 'Forest', 'Grassland', 'Savanna', 'Shrubland', 'Wetlands '], 'Climate': []}","{'Lifestyle': 'Terrestrial,'}",,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Pale frog,Animalia,Chordata,,Amphibia,Anura,,Pelodryadidae,Litoria,Litoria pallida,,,,,,,"Terrestrial,starts with","{'Geography': {'Countries': 'Australia', 'Biogeographical realms': 'Australasian'}, 'Biome': ['Freshwater', 'Forest', 'Grassland', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Stable', 'Population status': 'Least concern (LC)'}"
Longdong stream salamander,Animalia,Chordata,,Amphibia,Caudata,,Hynobiidae,Batrachuperus,Batrachuperus londongensis,,,,,,,"Terrestrial,Not a migrant,starts with","{'Geography': {'Continents': ''}, 'Biome': ['Freshwater', 'Forest', 'Wetlands '], 'Climate': []}",{},,{},"{'Population trend': 'Decreasing', 'Population status': 'Endangered (EN)'}"
